Winning Player's 6 Pokemon,Losing Player's 6 Pokemon,Winning Team
Talonflame / Gholdengo / Maushold / Great Tusk / Roaring Moon / Annihilape,Rotom-Wash / Arcanine / Brute Bonnet / Gholdengo / Murkrow / Great Tusk,0
Great Tusk / Talonflame / Tyranitar / Gothitelle / Iron Bundle / Flutter Mane,Gholdengo / Murkrow / Arcanine / Palafin / Amoonguss / Hydreigon,0
Iron Bundle / Amoonguss / Great Tusk / Arcanine / Klefki / Gholdengo,Tinkaton / Palafin / Farigiraf / Gholdengo / Hydreigon / Amoonguss,0
Maushold / Gholdengo / Great Tusk / Iron Bundle / Volcarona / Dragonite,Iron Bundle / Arcanine / Amoonguss / Farigiraf / Roaring Moon / Iron Hands,0
Maushold / Iron Bundle / Gholdengo / Great Tusk / Volcarona / Dragonite,Farigiraf / Roaring Moon / Amoonguss / Arcanine / Iron Bundle / Iron Hands,0
Iron Hands / Brute Bonnet / Stonjourner / Flutter Mane / Armarouge / Indeedee-F,Arcanine / Tyranitar / Amoonguss / Iron Bundle / Sandy Shocks / Flutter Mane,0
Gastrodon / Kingambit / Flutter Mane / Iron Jugulis / Arcanine / Great Tusk,Flutter Mane / Iron Moth / Kingambit / Salamence / Iron Bundle / Great Tusk,0
Iron Hands / Amoonguss / Pelipper / Palafin / Baxcalibur / Dragonite,Gastrodon / Arcanine / Flutter Mane / Kingambit / Great Tusk / Talonflame,0
Mimikyu / Roaring Moon / Gholdengo / Iron Bundle / Garganacl / Slither Wing,Dragonite / Flutter Mane / Iron Bundle / Garchomp / Volcarona / Gholdengo,0
Baxcalibur / Tauros-Paldea-Aqua / Flutter Mane / Skeledirge / Kingambit / Amoonguss,Maushold / Annihilape / Great Tusk / Iron Bundle / Volcarona / Dragonite,0
Flutter Mane / Iron Hands / Scream Tail / Torkoal / Tyranitar / Iron Bundle,Flutter Mane / Dondozo / Armarouge / Indeedee-F / Iron Bundle / Tatsugiri,0
Talonflame / Great Tusk / Flutter Mane / Iron Bundle / Gholdengo / Kingambit,Iron Bundle / Gastrodon / Garganacl / Iron Hands / Arcanine / Mimikyu,0
Torkoal / Great Tusk / Scovillain / Pyroar / Murkrow / Hawlucha,Amoonguss / Armarouge / Iron Bundle / Hydreigon / Iron Hands / Tinkaton,0
Roaring Moon / Flutter Mane / Skeledirge / Kingambit / Hariyama / Iron Bundle,Skeledirge / Eelektross / Espeon / Gastrodon / Grimmsnarl / Roaring Moon,0
Iron Bundle / Gholdengo / Garganacl / Palafin / Amoonguss / Iron Hands,Iron Bundle / Great Tusk / Indeedee-F / Armarouge / Grimmsnarl / Kingambit,0
Dondozo / Tatsugiri / Glimmora / Arcanine / Dragonite / Pawmot,Garchomp / Iron Jugulis / Arcanine / Palafin / Amoonguss / Kingambit,0
Pawmot / Glimmora / Meowscarada / Houndstone / Tyranitar / Iron Bundle,Gallade / Indeedee-F / Iron Bundle / Grimmsnarl / Armarouge / Sandy Shocks,0
Tyranitar / Talonflame / Great Tusk / Arcanine / Gholdengo / Amoonguss,Gastrodon / Iron Hands / Roaring Moon / Amoonguss / Arcanine / Scizor,0
Iron Hands / Iron Bundle / Arcanine / Maushold / Dragonite / Gholdengo,Farigiraf / Meowscarada / Torkoal / Mimikyu / Iron Hands / Kingambit,0
Dondozo / Tatsugiri / Maushold / Gholdengo / Iron Hands / Roaring Moon,Iron Hands / Amoonguss / Flutter Mane / Arcanine / Iron Bundle / Kingambit,0
Maushold / Kingambit / Dragonite / Iron Bundle / Great Tusk / Arcanine,Iron Hands / Amoonguss / Pelipper / Palafin / Baxcalibur / Dragonite,0
Armarouge / Indeedee-F / Torkoal / Amoonguss / Iron Hands / Ditto,Kingambit / Iron Hands / Hatterene / Indeedee-F / Gastrodon / Arcanine,0
Farigiraf / Iron Hands / Roaring Moon / Amoonguss / Gholdengo / Arcanine,Armarouge / Indeedee-F / Torkoal / Brute Bonnet / Iron Hands / Ditto,0
Iron Bundle / Great Tusk / Dragonite / Kingambit / Armarouge / Indeedee-F,Maushold / Talonflame / Kingambit / Iron Bundle / Flutter Mane / Amoonguss,0
Farigiraf / Iron Hands / Torkoal / Sylveon / Kingambit / Annihilape,Roaring Moon / Volcarona / Garchomp / Klefki / Iron Bundle / Corviknight,0
Tyranitar / Lycanroc / Amoonguss / Palafin / Ceruledge / Houndstone,Sandy Shocks / Gastrodon / Indeedee-F / Flutter Mane / Kingambit / Iron Moth,0
Iron Bundle / Flutter Mane / Great Tusk / Talonflame / Kingambit / Glimmora,Iron Hands / Flutter Mane / Amoonguss / Great Tusk / Talonflame / Iron Bundle,0
Indeedee-F / Armarouge / Iron Hands / Maushold / Dondozo / Tatsugiri,Dragapult / Amoonguss / Kingambit / Iron Bundle / Slyveon / Great Tusk,0
Gastrodon / Arcanine / Flutter Mane / Kingambit / Great Tusk / Talonflame,Flutter Mane / Dondozo / Armarouge / Indeedee-F / Iron Bundle / Tatsugiri,0
Gothitelle / Scream Tail / Maushold / Flutter Mane / Arcanine / Kingambit,Iron Bundle / Gastrodon / Garganacl / Iron Hands / Arcanine / Mimikyu,0
Great Tusk / Iron Bundle / Flutter Mane / Talonflame / Gothitelle / Tyranitar,Arcanine / Roaring Moon / Iron Bundle / Amoonguss / Iron Hands / Farigiraf,0
Baxcalibur / Tauros-Paldea-Aqua / Flutter Mane / Skeledirge / Kingambit / Amoonguss,Dondozo / Tatsugiri / Murkrow / Annihilape / Gholdengo / Amoonguss,0
Talonflame / Sylveon / Great Tusk / Tyranitar / Iron Bundle / Ceruledge,Arcanine / Tyranitar / Amoonguss / Iron Bundle / Sandy Shocks / Flutter Mane,0
Iron Bundle / Pincurchin / Dragonite / Iron Hands / Kingambit / Mimikyu,Talonflame / Espathra / Iron Bundle / Hydreigon / Sandy Shocks / Tsareena,0
Indeedee-F / Armarouge / Dudunsparce / Kingambit / Clawitzer / Iron Hands,Slither Wing / Flutter Mane / Iron Hands / Iron Moth / Amoonguss / Iron Bundle,0
Talonflame / Great Tusk / Flutter Mane / Iron Bundle / Gholdengo / Kingambit,Flutter Mane / Iron Moth / Kingambit / Salamence / Iron Bundle / Great Tusk,0
Annihilape / Maushold / Palafin / Roaring Moon / Gholdengo / Tyranitar,Armarouge / Indeedee-F / Iron Bundle / Kingambit / Great Tusk / Talonflame,0
Glimmora / Tatsugiri / Gholdengo / Dondozo / Talonflame / Maushold,Abomasnow / Cetitan / Iron Moth / Flutter Mane / Dondozo / Tatsugiri,0
Roaring Moon / Iron Bundle / Tauros-Paldea-Blaze / Kingambit / Sylveon / Sandy Shocks,Drifblim / Toxtricity / Spiritomb / Murkrow / Iron Valiant / Amoonguss,0
Sandy Shocks / Maushold / Blissey / Breloom / Toxicroak / Houndoom,Indeedee-F / Armarouge / Torkoal / Flutter Mane / Hariyama / Great Tusk,0
Iron Hands / Flutter Mane / Garganacl / Skeledirge / Talonflame / Kingambit,Grimmsnarl / Iron Hands / Indeedee-F / Armarouge / Annihilape / Amoonguss,0
Iron Hands / Flutter Mane / Garganacl / Skeledirge / Talonflame / Kingambit,Grimmsnarl / Iron Hands / Indeedee-F / Armarouge / Annihilape / Amoonguss,0
Dragonite / Palafin / Pelipper / Espathra / Sandy Shocks / Garganacl,Torkoal / Lilligant / Gothitelle / Grafaiai / Kingambit / Flutter Mane,0
Iron Hands / Flutter Mane / Amoonguss / Dondozo / Tatsugiri / Kingambit,Murkrow / Annihilape / Gholdengo / Maushold / Garganacl / Palafin,0
Flutter Mane / Iron Bundle / Arcanine / Iron Hands / Palafin / Roaring Moon,Grimmsnarl / Arcanine / Iron Hands / Gastrodon / Sylveon / Corviknight,0
Dondozo / Tatsugiri / Flutter Mane / Indeedee-F / Armarouge / Tauros-Paldea-Blaze,Torkoal / Lilligant / Flutter Mane / Great Tusk / Dragonite / Kingambit,0
Roaring Moon / Dragonite / Volcarona / Kingambit / Maushold / Rotom-Wash,Iron Hands / Amoonguss / Pelipper / Palafin / Baxcalibur / Dragonite,0
Roaring Moon / Iron Bundle / Tauros-Paldea-Blaze / Kingambit / Sylveon / Sandy Shocks,Flutter Mane / Arcanine / Gothitelle / Amoonguss / Iron Hands / Palafin,0
Iron Bundle / Flutter Mane / Chi-Yu / Maushold / Annihilape / Wo-Chien,Ting-Lu / Gothitelle / Amoonguss / Arcanine / Bellibolt / Iron Hands,0
Iron Hands / Flutter Mane / Garganacl / Skeledirge / Kingambit / Arcanine,Talonflame / Amoonguss / Garchomp / Flutter Mane / Iron Bundle / Kingambit,0
Roaring Moon / Volcarona / Garchomp / Klefki / Iron Bundle / Corviknight,Iron Bundle / Pincurchin / Dragonite / Iron Hands / Kingambit / Mimikyu,0
Flutter Mane / Kingambit / Arcanine / Amoonguss / Garchomp / Dragonite,Dondozo / Tatsugiri / Iron Moth / Flutter Mane / Kingambit / Glimmora,0
Farigiraf / Iron Hands / Roaring Moon / Amoonguss / Gholdengo / Arcanine,Baxcalibur / Tauros-Paldea-Aqua / Flutter Mane / Skeledirge / Kingambit / Amoonguss,0
Volcarona / Roaring Moon / Great Tusk / Gholdengo / Palafin / Baxcalibur,Roaring Moon / Dragonite / Volcarona / Kingambit / Maushold / Rotom-Wash,0
Kingambit / Maushold / Iron Bundle / Flutter Mane / Dragonite / Great Tusk,Maushold / Iron Bundle / Dragonite / Great Tusk / Volcarona / Gholdengo,0
Iron Bundle / Great Tusk / Dragonite / Kingambit / Armarouge / Indeedee-F,Gardevoir / Kingambit / Garchomp / Iron Moth / Gyarados / Amoonguss,0
Iron Bundle / Gholdengo / Garganacl / Palafin / Amoonguss / Iron Hands,Armarouge / Indeedee-F / Flutter Mane / Tauros-Paldea-Aqua / Kingambit / Amoonguss,0
Arcanine / Amoonguss / Palafin / Roaring Moon / Iron Hands / Flutter Mane,Amoonguss / Armarouge / Iron Bundle / Hydreigon / Iron Hands / Tinkaton,0
Flutter Mane / Dragonite / Glimmora / Dondozo / Tatsugiri / Arcanine,Flutter Mane / Iron Bundle / Dondozo / Tatsugiri / Armarouge / Indeedee-F,0
Flutter Mane / Iron Hands / Gogoat / Tauros-Paldea-Blaze / Roaring Moon / Gastrodon,Brambleghast / Talonflame / Tyranitar / Palafin / Flutter Mane / Garchomp,0
Tyranitar / Talonflame / Great Tusk / Arcanine / Gholdengo / Amoonguss,Tyranitar / Flutter Mane / Talonflame / Arcanine / Great Tusk / Iron Bundle,0
Maushold / Flutter Mane / Dragonite / Torkoal / Great Tusk / Kingambit,Flutter Mane / Talonflame / Gastrodon / Kingambit / Great Tusk / Electrode,0
Great Tusk / Talonflame / Tyranitar / Iron Bundle / Flutter Mane / Amoonguss,Iron Bundle / Indeedee-F / Armarouge / Flutter Mane / Torkoal / Gholdengo,0
Lilligant / Torkoal / Flutter Mane / Kingambit / Dragonite / Great Tusk,Pawmot / Glimmora / Meowscarada / Houndstone / Tyranitar / Iron Bundle,0
Indeedee-F / Dondozo / Iron Hands / Tatsugiri / Armarouge / Maushold,Maushold / Annihilape / Amoonguss / Meowscarada / Glimmora / Flutter Mane,0
Dragonite / Chien-Pao / Scizor / Flutter Mane / Torkoal / Sandy Shocks,Great Tusk / Flutter Mane / Chien-Pao / Dragonite / Gyarados / Kingambit,0
Indeedee-F / Armarouge / Torkoal / Hatterene / Kingambit / Annihilape,Amoonguss / Flutter Mane / Palafin / Arcanine / Baxcalibur / Iron Hands,0
Indeedee-F / Dondozo / Iron Hands / Tatsugiri / Armarouge / Maushold,Farigiraf / Iron Hands / Roaring Moon / Amoonguss / Gholdengo / Arcanine,0
Glimmora / Garganacl / Wo-Chien / Ting-Lu / Flutter Mane / Chi-Yu,Arcanine / Dragonite / Amoonguss / Palafin / Ting-Lu / Flutter Mane,0
Mimikyu / Sandy Shocks / Scizor / Zoroark / Garganacl / Baxcalibur,Flutter Mane / Dragonite / Glimmora / Dondozo / Tatsugiri / Arcanine,0
Ceruledge / Sylveon / Tatsugiri / Dondozo / Glimmora / Flutter Mane,Iron Hands / Flutter Mane / Garganacl / Skeledirge / Kingambit / Arcanine,0
Ceruledge / Sylveon / Tatsugiri / Dondozo / Glimmora / Flutter Mane,Roaring Moon / Iron Bundle / Tauros-Paldea-Blaze / Kingambit / Sylveon / Sandy Shocks,0
Lilligant / Torkoal / Great Tusk / Flutter Mane / Dragonite / Chien-Pao,Arcanine / Kingambit / Indeedee-F / Amoonguss / Palafin / Gallade,0
Great Tusk / Dragapult / Iron Bundle / Amoonguss / Sylveon / Kingambit,Roaring Moon / Volcarona / Garchomp / Klefki / Iron Bundle / Corviknight,0
Lilligant / Torkoal / Flutter Mane / Kingambit / Dragonite / Great Tusk,Iron Bundle / Great Tusk / Dragonite / Kingambit / Armarouge / Indeedee-F,0
Lilligant / Torkoal / Flutter Mane / Great Tusk / Chien-Pao / Dragonite,Glimmora / Kingambit / Flutter Mane / Arcanine / Amoonguss / Ting-Lu,0
Indeedee-F / Armarouge / Torkoal / Hatterene / Kingambit / Annihilape,Maushold / Flutter Mane / Dragonite / Torkoal / Great Tusk / Kingambit,0
Ceruledge / Sylveon / Tatsugiri / Dondozo / Glimmora / Flutter Mane,Indeedee-F / Dondozo / Iron Hands / Tatsugiri / Armarouge / Maushold,0
Ceruledge / Flutter Mane / Amoonguss / Gyarados / Ting-Lu / Glimmora,Iron Bundle / Chi-Yu / Klefki / Corviknight / Roaring Moon / Garchomp,0
Flutter Mane / Iron Bundle / Great Tusk / Talonflame / Amoonguss / Tyranitar,Gholdengo / Talonflame / Great Tusk / Tyranitar / Iron Bundle / Glimmora,0
Urshifu-Rapid-Strike / Landorus-Therian / Amoonguss / Kingambit / Flutter Mane / Ogerpon-Hearthflame,Ogerpon-Hearthflame / Farigiraf / Landorus-Therian / Urshifu-Rapid-Strike / Flutter Mane / Rillaboom,0
Tornadus / Landorus-Therian / Articuno / Abomasnow / Urshifu-* / Heatran,Goodra-Hisui / Urshifu-* / Flutter Mane / Ursaluna / Cresselia / Sinistcha,0
Ursaluna-Bloodmoon / Dipplin / Cresselia / Iron Hands / Farigiraf / Flutter Mane,Rillaboom / Ogerpon-Hearthflame / Tornadus / Urshifu-* / Ting-Lu / Heatran,0
Ninetales-Alola / Iron Bundle / Rillaboom / Gholdengo / Urshifu-* / Iron Hands,Landorus-Therian / Chien-Pao / Arcanine-Hisui / Flutter Mane / Urshifu-* / Amoonguss,0
Ninetales-Alola / Heatran / Landorus-Therian / Milotic / Iron Hands / Ogerpon-Hearthflame,Fezandipiti / Kleavor / Ogerpon-Hearthflame / Urshifu-* / Milotic / Iron Hands,0
Iron Hands / Hydreigon / Ogerpon-Wellspring / Munkidori / Landorus-Therian / Heatran,Tornadus / Flutter Mane / Chien-Pao / Ogerpon-Hearthflame / Landorus-Therian / Rillaboom,0
Ursaluna-Bloodmoon / Dusclops / Iron Hands / Ogerpon-Hearthflame / Tornadus / Urshifu-*,Tornadus / Ogerpon-Hearthflame / Indeedee-F / Flutter Mane / Landorus-Therian / Iron Hands,0
Milotic / Landorus-Therian / Chi-Yu / Ogerpon-Wellspring / Iron Hands / Ninetales-Alola,Ogerpon-Cornerstone / Ludicolo / Politoed / Fezandipiti / Goodra-Hisui / Landorus-Therian,0
Ogerpon / Torkoal / Cresselia / Urshifu-Rapid-Strike / Enamorus-Therian / Ursaluna-Bloodmoon,Iron Hands / Flutter Mane / Ogerpon-Hearthflame / Chien-Pao / Ninetales / Roaring Moon,0
Ogerpon-Hearthflame / Tornadus / Chien-Pao / Landorus-Therian / Flutter Mane / Rillaboom,Ogerpon-Wellspring / Iron Hands / Landorus-Therian / Flutter Mane / Heatran / Rillaboom,0
Iron Hands / Chien-Pao / Landorus-Therian / Ogerpon-Hearthflame / Tornadus / Flutter Mane,Ogerpon-Wellspring / Gholdengo / Politoed / Tornadus / Chi-Yu / Flutter Mane,0
Flutter Mane / Rillaboom / Basculegion / Politoed / Gothitelle / Chien-Pao,Flutter Mane / Slither Wing / Torkoal / Amoonguss / Goodra-Hisui / Dragonite,0
Ninetales-Alola / Baxcalibur / Iron Bundle / Heatran / Landorus-Therian / Tornadus,Gholdengo / Ogerpon-Wellspring / Roaring Moon / Arcanine-Hisui / Ursaluna-Bloodmoon / Farigiraf,0
Ogerpon / Chien-Pao / Milotic / Iron Hands / Heatran / Landorus-Therian,Ogerpon-Cornerstone / Garchomp / Gyarados / Rillaboom / Tornadus / Heatran,0
Kommo-o / Ogerpon-Hearthflame / Landorus-Therian / Tornadus / Flutter Mane / Empoleon,Armarouge / Indeedee-F / Iron Hands / Ursaluna / Cresselia / Goodra-Hisui,0
Ursaluna / Farigiraf / Gholdengo / Ogerpon-Wellspring / Murkrow / Kommo-o,Flutter Mane / Chien-Pao / Rillaboom / Heatran / Urshifu-* / Landorus-Therian,0
Heatran / Landorus-Therian / Iron Hands / Flutter Mane / Ogerpon-Wellspring / Ninetales-Alola,Tornadus / Politoed / Ludicolo / Heatran / Regidrago / Grimmsnarl,0
Landorus-Therian / Tornadus / Ogerpon-Hearthflame / Rillaboom / Ninetales-Alola / Urshifu-*,Ninetales-Alola / Glaceon / Landorus-Therian / Ogerpon-Hearthflame / Iron Hands / Flutter Mane,0
Ogerpon-Hearthflame / Flutter Mane / Landorus-Therian / Milotic / Iron Hands / Chien-Pao,Ogerpon-Wellspring / Heatran / Ninetales-Alola / Pelipper / Gholdengo / Landorus-Therian,0
Iron Hands / Chien-Pao / Landorus-Therian / Ogerpon-Hearthflame / Tornadus / Flutter Mane,Baxcalibur / Urshifu-* / Gholdengo / Arcanine-Hisui / Roaring Moon / Torterra,0
Lilligant-Hisui / Torkoal / Ogerpon-Hearthflame / Flutter Mane / Tornadus / Chi-Yu,Gholdengo / Landorus-Therian / Urshifu-* / Thundurus / Chien-Pao / Ogerpon-Hearthflame,0
Flutter Mane / Chien-Pao / Iron Hands / Ogerpon-Wellspring / Thundurus / Rillaboom,Tornadus / Chi-Yu / Thundurus-Therian / Flutter Mane / Landorus / Politoed,0
Rillaboom / Amoonguss / Chi-Yu / Tornadus / Roaring Moon / Flutter Mane,Ursaluna / Cresselia / Iron Hands / Dragonite / Flutter Mane / Urshifu-*,0
Flutter Mane / Landorus-Therian / Ogerpon-Hearthflame / Iron Hands / Chien-Pao / Cresselia,Flutter Mane / Cresselia / Chien-Pao / Ursaluna / Amoonguss / Iron Hands,0
Rillaboom / Gyarados / Iron Hands / Ogerpon-Hearthflame / Flutter Mane / Dragonite,Torkoal / Lilligant-Hisui / Flutter Mane / Iron Hands / Ogerpon-Hearthflame / Thundurus,0
Flutter Mane / Tornadus / Chi-Yu / Brambleghast / Gholdengo / Urshifu-*,Ogerpon-Hearthflame / Iron Hands / Landorus-Therian / Milotic / Flutter Mane / Sinistcha,0
Ogerpon-Hearthflame / Chien-Pao / Iron Hands / Tornadus / Flutter Mane / Gyarados,Moltres / Ogerpon / Iron Hands / Flutter Mane / Gyarados / Gholdengo,0
Amoonguss / Iron Hands / Ogerpon-Wellspring / Chien-Pao / Urshifu-* / Tornadus,Flutter Mane / Iron Hands / Chien-Pao / Tornadus / Ogerpon-Hearthflame / Empoleon,0
Ogerpon-Hearthflame / Pelipper / Urshifu-* / Landorus / Goodra-Hisui / Sinistcha,Ninetales-Alola / Milotic / Sandslash-Alola / Landorus-Therian / Dipplin / Fezandipiti,0
Amoonguss / Iron Hands / Ogerpon-Wellspring / Chien-Pao / Urshifu-* / Tornadus,Grimmsnarl / Arcanine / Iron Hands / Gastrodon / Sylveon / Corviknight,0
Chien-Pao / Urshifu-* / Ogerpon-Hearthflame / Rillaboom / Dragonite / Farigiraf,Torkoal / Lilligant-Hisui / Rotom-Heat / Great Tusk / Flutter Mane / Ogerpon-Hearthflame,0
Cresselia / Heatran / Urshifu-* / Farigiraf / Rillaboom / Snorlax,Rillaboom / Ogerpon-Hearthflame / Urshifu-* / Ursaluna-Bloodmoon / Tornadus / Cresselia,0
Cresselia / Iron Hands / Ursaluna-Bloodmoon / Ogerpon-Hearthflame / Chien-Pao / Landorus-Therian,Roaring Moon / Iron Hands / Amoonguss / Urshifu-* / Heatran / Flutter Mane,0
Flutter Mane / Rillaboom / Iron Hands / Landorus-Therian / Ogerpon-Hearthflame / Milotic,Dragonite / Chien-Pao / Tatsugiri / Dondozo / Chi-Yu / Flutter Mane,0
Ninetales-Alola / Moltres-Galar / Urshifu-* / Amoonguss / Arcanine-Hisui / Iron Hands,Tornadus / Chien-Pao / Urshifu-* / Gholdengo / Landorus-Therian / Rillaboom,0
Oranguru / Torkoal / Lilligant-Hisui / Iron Bundle / Iron Hands / Ursaluna,Ogerpon-Cornerstone / Roaring Moon / Clefable / Gholdengo / Ursaluna-Bloodmoon / Milotic,0
Ogerpon-Wellspring / Chi-Yu / Flutter Mane / Landorus-Therian / Kingambit / Iron Hands,Roaring Moon / Iron Hands / Amoonguss / Urshifu-* / Heatran / Flutter Mane,0
Ogerpon-Hearthflame / Tornadus / Empoleon / Rillaboom / Cresselia / Landorus-Therian,Baxcalibur / Ninetales-Alola / Heatran / Ogerpon-Wellspring / Roaring Moon / Farigiraf,0
Chi-Yu / Roaring Moon / Urshifu-* / Iron Hands / Amoonguss / Tornadus,Farigiraf / Tornadus / Regidrago / Urshifu-* / Gholdengo / Rillaboom,0
Ogerpon-Hearthflame / Tornadus / Chien-Pao / Flutter Mane / Milotic / Dragonite,Torkoal / Ogerpon-Hearthflame / Roaring Moon / Great Tusk / Scream Tail / Shiftry,0
Ursaluna-Bloodmoon / Cresselia / Tornadus / Iron Hands / Ogerpon-Hearthflame / Flutter Mane,Chien-Pao / Landorus-Therian / Tornadus / Flutter Mane / Ogerpon-Hearthflame / Iron Hands,0
Indeedee-F / Armarouge / Torkoal / Flutter Mane / Ninetales-Alola / Baxcalibur,Ogerpon-Hearthflame / Tornadus / Urshifu-* / Flutter Mane / Chi-Yu / Iron Hands,0
Landorus-Therian / Ogerpon-Hearthflame / Flutter Mane / Urshifu-* / Tornadus / Chien-Pao,Tyranitar / Houndstone / Ogerpon-Cornerstone / Gholdengo / Chi-Yu / Illumise,0
Urshifu-* / Ogerpon-Wellspring / Rillaboom / Iron Hands / Chien-Pao / Tornadus,Conkeldurr / Sinistcha / Clefairy / Empoleon / Landorus-Therian / Rillaboom,0
Sinistcha / Empoleon / Landorus-Therian / Clefairy / Conkeldurr / Volcarona,Ogerpon-Hearthflame / Baxcalibur / Gyarados / Rillaboom / Tornadus / Heatran,0
Annihilape / Ogerpon-Wellspring / Cresselia / Sinistcha / Grimmsnarl / Goodra-Hisui,Flutter Mane / Chien-Pao / Rillaboom / Heatran / Urshifu-* / Landorus-Therian,0
Ninetales-Alola / Moltres-Galar / Urshifu-* / Amoonguss / Arcanine-Hisui / Iron Hands,Flutter Mane / Slither Wing / Torkoal / Amoonguss / Goodra-Hisui / Dragonite,0
Ninetales / Chi-Yu / Ogerpon-Hearthflame / Sinistcha / Landorus-Therian / Roaring Moon,Ninetales-Alola / Chien-Pao / Iron Hands / Cetitan / Baxcalibur / Sandslash-Alola,0
Tornadus / Flutter Mane / Chi-Yu / Ogerpon-Hearthflame / Landorus-Therian / Sinistcha,Roaring Moon / Milotic / Landorus-Therian / Flutter Mane / Iron Hands / Amoonguss,0
Indeedee-F / Armarouge / Dragonite / Chien-Pao / Sinistcha / Iron Hands,Flutter Mane / Rillaboom / Basculegion / Politoed / Gothitelle / Baxcalibur,0
Kingambit / Ogerpon-Wellspring / Chi-Yu / Flutter Mane / Glimmora / Iron Moth,Landorus-Therian / Chien-Pao / Arcanine-Hisui / Flutter Mane / Urshifu-* / Amoonguss,0
Iron Hands / Sinistcha / Ursaluna-Bloodmoon / Heatran / Landorus-Therian / Roaring Moon,Cresselia / Glastrier / Heatran / Urshifu-* / Farigiraf / Rillaboom,0
Ogerpon-Hearthflame / Arcanine-Hisui / Tornadus / Chien-Pao / Flutter Mane / Great Tusk,Flutter Mane / Iron Hands / Ogerpon-Hearthflame / Torkoal / Lilligant / Cresselia,0
Ursaluna-Bloodmoon / Sinistcha / Iron Hands / Landorus-Therian / Farigiraf / Ogerpon-Hearthflame,Iron Hands / Chien-Pao / Landorus-Therian / Ogerpon-Hearthflame / Tornadus / Flutter Mane,0
Rillaboom / Amoonguss / Chien-Pao / Tornadus / Landorus-Therian / Flutter Mane,Sinistcha / Iron Hands / Flutter Mane / Volcarona / Heatran / Cresselia,0
Dondozo / Tatsugiri / Flutter Mane / Chi-Yu / Iron Hands / Landorus-Therian,Ursaluna-Bloodmoon / Snorlax / Sinistcha / Iron Hands / Farigiraf / Flutter Mane,0
Amoonguss / Iron Hands / Ogerpon-Wellspring / Chien-Pao / Urshifu-* / Tornadus,Landorus-Therian / Tornadus / Ogerpon-Hearthflame / Rillaboom / Ninetales-Alola / Urshifu-*,0
Ursaluna-Bloodmoon / Sinistcha / Farigiraf / Chi-Yu / Tornadus / Iron Hands,Flutter Mane / Urshifu-* / Gothitelle / Overqwil / Ogerpon / Politoed,0
Ninetales-Alola / Landorus-Therian / Empoleon / Ogerpon-Hearthflame / Urshifu-* / Chien-Pao,Amoonguss / Iron Hands / Ogerpon-Wellspring / Chien-Pao / Urshifu-* / Tornadus,0
Ursaluna / Farigiraf / Gholdengo / Ogerpon-Hearthflame / Murkrow / Regidrago,Arcanine-Hisui / Iron Hands / Flutter Mane / Ogerpon-Hearthflame / Empoleon / Rillaboom,0
Kommo-o / Sinistcha / Iron Hands / Arcanine-Hisui / Kingambit / Ogerpon-Wellspring,Tornadus / Ogerpon-Hearthflame / Flutter Mane / Rillaboom / Urshifu-Rapid-Strike / Landorus-Therian,0
Urshifu-Rapid-Strike / Landorus-Therian / Kingambit / Flutter Mane / Ogerpon-Hearthflame / Iron Hands,Kingambit / Ursaluna-Bloodmoon / Sinistcha / Cresselia / Iron Hands / Ogerpon-Hearthflame,0
Gyarados / Rillaboom / Volcarona / Iron Hands / Ninetales-Alola / Baxcalibur,Ursaluna / Cresselia / Urshifu-* / Flutter Mane / Iron Hands / Dragonite,0
Lilligant-Hisui / Torkoal / Ogerpon-Hearthflame / Flutter Mane / Tornadus / Chi-Yu,Urshifu-* / Arcanine-Hisui / Roaring Moon / Torterra / Ninetales-Alola / Gholdengo,0
Chien-Pao / Ogerpon-Hearthflame / Iron Hands / Farigiraf / Empoleon / Gastrodon,Weezing-Galar / Ogerpon-Wellspring / Chien-Pao / Landorus-Therian / Tornadus / Heatran,0
Ursaluna-Bloodmoon / Cresselia / Ogerpon-Hearthflame / Flutter Mane / Gyarados / Iron Hands,Ogerpon-Hearthflame / Tornadus / Landorus-Therian / Rillaboom / Urshifu-* / Flutter Mane,0
Milotic / Amoonguss / Heatran / Roaring Moon / Iron Hands / Landorus-Therian,Torkoal / Mamoswine / Indeedee-F / Armarouge / Lilligant-Hisui / Vikavolt,0
Ninetales-Alola / Rillaboom / Landorus-Therian / Baxcalibur / Heatran / Ogerpon-Wellspring,Cresselia / Ursaluna-Bloodmoon / Iron Hands / Flutter Mane / Ogerpon-Hearthflame / Gyarados,0
Flutter Mane / Milotic / Ogerpon-Hearthflame / Iron Hands / Landorus-Therian / Rillaboom,Tornadus / Ogerpon-Hearthflame / Chien-Pao / Flutter Mane / Iron Hands / Gyarados,0
Flutter Mane / Tornadus / Landorus-Therian / Sinistcha / Iron Hands / Ogerpon-Wellspring,Flutter Mane / Tornadus / Arcanine-Hisui / Ogerpon-Wellspring / Chien-Pao / Landorus-Therian,0
Zapdos-Galar / Flutter Mane / Chi-Yu / Ogerpon-Wellspring / Farigiraf / Rillaboom,Ninetales-Alola / Baxcalibur / Iron Bundle / Heatran / Landorus-Therian / Tornadus,0
Urshifu-* / Sinistcha / Farigiraf / Flutter Mane / Landorus-Therian / Torkoal,Ogerpon-Hearthflame / Urshifu-* / Torterra / Flutter Mane / Cresselia / Iron Hands,0
