team1,team2,outcome
"['Indeedee-F', 'Hatterene', 'Gallade', 'Torkoal', 'Lilligant-Hisui', 'Ursaluna']","['Tornadus', 'Ogerpon-Hearthflame', 'Urshifu-*', 'Farigiraf', 'Rillaboom', 'Flutter Mane']",0
"['Torkoal', 'Annihilape', 'Whimsicott', 'Inteleon', 'Chi-Yu', 'Charjabug']","['Grafaiai', 'Tornadus', 'Archaludon', 'Incineroar', 'Amoonguss', 'Politoed']",1
"['Toxtricity', 'Flutter Mane', 'Orthworm', 'Iron Bundle', 'Raging Bolt', 'Pincurchin']","['Farigiraf', 'Flutter Mane', 'Urshifu-*', 'Incineroar', 'Ogerpon-Wellspring', 'Ursaluna-Bloodmoon']",1
"['Milotic', 'Sinistcha-Masterpiece', 'Ninetales-Alola', 'Ogerpon-Hearthflame', 'Articuno', 'Moltres-Galar']","['Flutter Mane', 'Tornadus', 'Incineroar', 'Rillaboom', 'Ogerpon-Wellspring', 'Urshifu-*']",0
"['Torkoal', 'Venusaur', 'Walking Wake', 'Zapdos', 'Politoed', 'Archaludon']","['Dragonite', 'Chien-Pao', 'Flutter Mane', 'Entei', 'Ogerpon-Wellspring', 'Raging Bolt']",0
"['Raging Bolt', 'Kingambit', 'Chien-Pao', 'Urshifu-*', 'Ogerpon-Hearthflame', 'Amoonguss']","['Whimsicott', 'Gholdengo', 'Urshifu-*', 'Ogerpon-Wellspring', 'Ursaluna-Bloodmoon', 'Farigiraf']",1
"['Articuno', 'Ninetales-Alola', 'Arcanine-Hisui', 'Urshifu-*', 'Rillaboom', 'Entei']","['Urshifu-*', 'Raging Bolt', 'Rillaboom', 'Incineroar', 'Landorus', 'Chien-Pao']",0
"['Indeedee-F', 'Iron Crown', 'Typhlosion-Hisui', 'Urshifu-*', 'Ogerpon-Wellspring', 'Raging Bolt']","['Raichu', 'Tornadus', 'Urshifu-*', 'Landorus', 'Incineroar', 'Ogerpon-Wellspring']",1
"['Ninetales-Alola', 'Articuno', 'Ogerpon-Wellspring', 'Volcarona', 'Rillaboom', 'Landorus-Therian']","['Regidrago', 'Indeedee-F', 'Armarouge', 'Ursaluna', 'Torkoal', 'Lilligant-Hisui']",1
"['Chesnaught', 'Incineroar', 'Flutter Mane', 'Farigiraf', 'Ursaluna-Bloodmoon', 'Amoonguss']","['Urshifu-*', 'Flutter Mane', 'Ogerpon-Hearthflame', 'Incineroar', 'Rillaboom', 'Ting-Lu']",0
"['Tyranitar', 'Excadrill', 'Tornadus', 'Incineroar', 'Ogerpon-Wellspring', 'Flutter Mane']","['Dragonite', 'Chien-Pao', 'Flutter Mane', 'Entei', 'Ogerpon-Wellspring', 'Raging Bolt']",0
"['Suicune', 'Moltres-Galar', 'Ninetales-Alola', 'Entei', 'Ogerpon-Hearthflame', 'Baxcalibur']","['Dragonite', 'Chien-Pao', 'Flutter Mane', 'Entei', 'Ogerpon-Wellspring', 'Raging Bolt']",0
"['Tyranitar', 'Gouging Fire', 'Rillaboom', 'Ogerpon-Cornerstone', 'Flutter Mane', 'Excadrill']","['Zoroark-Hisui', 'Goodra-Hisui', 'Milotic', 'Ogerpon-Hearthflame', 'Urshifu-*', 'Flutter Mane']",1
"['Kingambit', 'Raging Bolt', 'Great Tusk', 'Heatran', 'Ogerpon-Wellspring', 'Latias']","['Suicune', 'Flutter Mane', 'Landorus', 'Rillaboom', 'Arcanine-Hisui', 'Chien-Pao']",1
"['Annihilape', 'Milotic', 'Farigiraf', 'Emboar', 'Comfey', 'Malamar']","['Ogerpon-Hearthflame', 'Torkoal', 'Arcanine-Hisui', 'Incineroar', 'Gastrodon', 'Flutter Mane']",0
"['Farigiraf', 'Urshifu-*', 'Flutter Mane', 'Regieleki', 'Pelipper', 'Archaludon']","['Farigiraf', 'Ogerpon-Wellspring', 'Torkoal', 'Flutter Mane', 'Ursaluna-Bloodmoon', 'Urshifu-*']",0
"['Incineroar', 'Primarina', 'Ogerpon-Wellspring', 'Archaludon', 'Brute Bonnet', 'Farigiraf']","['Flutter Mane', 'Ursaluna', 'Raging Bolt', 'Incineroar', 'Cresselia', 'Ogerpon-Wellspring']",1
"['Meowscarada', 'Glimmora', 'Metagross', 'Whimsicott', 'Incineroar', 'Goodra-Hisui']","['Moltres-Galar', 'Sableye', 'Comfey', 'Archaludon', 'Glastrier', 'Ogerpon-Wellspring']",1
"['Gastrodon', 'Volcarona', 'Raging Bolt', 'Tornadus', 'Incineroar', 'Urshifu-*']","['Ogerpon-Wellspring', 'Iron Moth', 'Rillaboom', 'Sylveon', 'Incineroar', 'Farigiraf']",0
"['Tatsugiri', 'Dondozo', 'Chien-Pao', 'Flutter Mane', 'Dragonite', 'Glimmora']","['Serperior', 'Thundurus', 'Raging Bolt', 'Chi-Yu', 'Landorus', 'Glastrier']",0
"['Milotic', 'Sinistcha-Masterpiece', 'Ninetales-Alola', 'Ogerpon-Hearthflame', 'Articuno', 'Moltres-Galar']","['Tornadus', 'Ogerpon-Hearthflame', 'Urshifu-*', 'Farigiraf', 'Rillaboom', 'Flutter Mane']",1
"['Farigiraf', 'Ogerpon-Wellspring', 'Torkoal', 'Flutter Mane', 'Ursaluna-Bloodmoon', 'Urshifu-*']","['Ogerpon-Cornerstone', 'Zapdos-Galar', 'Ursaluna-Bloodmoon', 'Muk-Alola', 'Azumarill', 'Incineroar']",0
"['Indeedee-F', 'Gallade', 'Ursaluna', 'Hatterene', 'Torkoal', 'Lilligant-Hisui']","['Slowbro', 'Raging Bolt', 'Incineroar', 'Rillaboom', 'Urshifu-*', 'Flutter Mane']",1
"['Thundurus', 'Pincurchin', 'Iron Boulder', 'Iron Bundle', 'Sneasler', 'Landorus-Therian']","['Ninetales-Alola', 'Regice', 'Arcanine-Hisui', 'Regidrago', 'Zapdos', 'Suicune']",0
"['Ogerpon-Hearthflame', 'Annihilape', 'Porygon2', 'Blastoise', 'Sylveon', 'Roaring Moon']","['Latios', 'Flutter Mane', 'Incineroar', 'Okidogi', 'Chien-Pao', 'Landorus']",0
"['Kommo-o', 'Rillaboom', 'Gardevoir', 'Armarouge', 'Empoleon', 'Volcarona']","['Roaring Moon', 'Urshifu-*', 'Arcanine-Hisui', 'Weezing-Galar', 'Raging Bolt', 'Gholdengo']",1
"['Pelipper', 'Urshifu-*', 'Amoonguss', 'Raging Bolt', 'Chien-Pao', 'Gholdengo']","['Dondozo', 'Tatsugiri', 'Archaludon', 'Tornadus', 'Landorus', 'Urshifu-*']",1
"['Palafin', 'Incineroar', 'Flutter Mane', 'Zapdos-Galar', 'Ting-Lu', 'Cresselia']","['Clefairy', 'Annihilape', 'Raging Bolt', 'Rillaboom', 'Incineroar', 'Primarina']",0
"['Torkoal', 'Walking Wake', 'Sableye', 'Venusaur', 'Raging Bolt', 'Gouging Fire']","['Comfey', 'Chandelure', 'Iron Hands', 'Moltres-Galar', 'Forretress', 'Primarina']",1
"['Pelipper', 'Overqwil', 'Archaludon', 'Thundurus', 'Serperior', 'Farigiraf']","['Torkoal', 'Venusaur', 'Walking Wake', 'Zapdos', 'Politoed', 'Archaludon']",0
"['Scizor', 'Milotic', 'Tyranitar', 'Typhlosion-Hisui', 'Greninja-*', 'Baxcalibur']","['Milotic', 'Sinistcha-Masterpiece', 'Ninetales-Alola', 'Ogerpon-Hearthflame', 'Articuno', 'Moltres-Galar']",0
"['Tyranitar', 'Excadrill', 'Tornadus', 'Incineroar', 'Ogerpon-Wellspring', 'Flutter Mane']","['Urshifu-*', 'Rillaboom', 'Incineroar', 'Landorus', 'Amoonguss', 'Gholdengo']",0
"['Ninetales-Alola', 'Regice', 'Arcanine-Hisui', 'Regidrago', 'Zapdos', 'Suicune']","['Sneasler', 'Arcanine-Hisui', 'Maushold', 'Feraligatr', 'Overqwil', 'Flutter Mane']",0
"['Raging Bolt', 'Ogerpon-Wellspring', 'Gholdengo', 'Incineroar', 'Rillaboom', 'Amoonguss']","['Gyarados', 'Ting-Lu', 'Dondozo', 'Thundurus', 'Comfey', 'Glimmora']",0
"['Coalossal', 'Chi-Yu', 'Iron Bundle', 'Landorus', 'Ogerpon-Wellspring', 'Iron Hands']","['Dragapult', 'Metagross', 'Pincurchin', 'Golem-Alola', 'Regieleki', 'Iron Bundle']",0
"['Gallade', 'Indeedee-F', 'Ogerpon-Wellspring', 'Iron Moth', 'Ursaluna', 'Iron Crown']","['Ting-Lu', 'Dondozo', 'Gouging Fire', 'Dragonite', 'Chien-Pao', 'Gholdengo']",1
"['Raging Bolt', 'Flutter Mane', 'Incineroar', 'Tornadus', 'Ogerpon-Wellspring', 'Clefairy']","['Gouging Fire', 'Brambleghast', 'Tornadus', 'Zapdos-Galar', 'Raging Bolt', 'Landorus-Therian']",1
"['Gothitelle', 'Scream Tail', 'Incineroar', 'Flutter Mane', 'Amoonguss', 'Annihilape']","['Tornadus', 'Glimmora', 'Chi-Yu', 'Flutter Mane', 'Ogerpon-Wellspring', 'Urshifu-*']",1
"['Flutter Mane', 'Kingambit', 'Incineroar', 'Iron Bundle', 'Landorus', 'Ogerpon-Wellspring']","['Moltres-Galar', 'Sableye', 'Comfey', 'Annihilape', 'Archaludon', 'Ogerpon-Hearthflame']",0
"['Meowscarada', 'Glimmora', 'Metagross', 'Whimsicott', 'Incineroar', 'Goodra-Hisui']","['Glimmora', 'Ogerpon-Wellspring', 'Gouging Fire', 'Zapdos-Galar', 'Farigiraf', 'Ting-Lu']",1
"['Tornadus', 'Archaludon', 'Landorus-Therian', 'Bronzong', 'Urshifu-*', 'Flutter Mane']","['Gastrodon', 'Volcarona', 'Raging Bolt', 'Tornadus', 'Incineroar', 'Urshifu-*']",1
"['Kingambit', 'Gouging Fire', 'Flutter Mane', 'Ogerpon-Wellspring', 'Landorus', 'Rillaboom']","['Dragonite', 'Chien-Pao', 'Weezing-Galar', 'Regigigas', 'Grimmsnarl', 'Gouging Fire']",1
"['Jumpluff', 'Dragapult', 'Volcarona', 'Chi-Yu', 'Krookodile', 'Houndoom']","['Politoed', 'Electivire', 'Pincurchin', 'Oricorio-Pom-Pom', 'Iron Bundle']",0
"['Jumpluff', 'Dragapult', 'Volcarona', 'Chi-Yu', 'Krookodile', 'Houndoom']","['Politoed', 'Electivire', 'Pincurchin', 'Oricorio-Pom-Pom', 'Iron Bundle']",0
"['Gliscor', 'Tyranitar', 'Riolu', 'Sinistcha', 'Kilowattrel', 'Zebstrika']","['Zoroark-Hisui', 'Tinkaton', 'Mimikyu', 'Roaring Moon', 'Banette']",0
"['Meowscarada', 'Talonflame', 'Zapdos-Galar', 'Terrakion', 'Whimsicott', 'Politoed']","['Chi-Yu', 'Tornadus', 'Flutter Mane', 'Ogerpon-Wellspring', 'Chien-Pao', 'Landorus-Therian']",1
"['Archaludon', 'Pelipper', 'Landorus', 'Ogerpon-Wellspring', 'Flutter Mane', 'Baxcalibur']","['Gouging Fire', 'Gholdengo', 'Ting-Lu', 'Dondozo', 'Chien-Pao', 'Dragapult']",1
"['Raging Bolt', 'Urshifu-*', 'Tornadus', 'Farigiraf', 'Chien-Pao', 'Flutter Mane']","['Ogerpon-Hearthflame', 'Annihilape', 'Porygon2', 'Blastoise', 'Sylveon', 'Roaring Moon']",0
"['Ursaluna-Bloodmoon', 'Incineroar', 'Farigiraf', 'Rillaboom', 'Urshifu-*', 'Iron Bundle']","['Zapdos', 'Sneasler', 'Ogerpon-Hearthflame', 'Scizor', 'Clodsire', 'Iron Bundle']",1
"['Torkoal', 'Raging Bolt', 'Flutter Mane', 'Incineroar', 'Lilligant-Hisui', 'Tornadus']","['Tyranitar', 'Excadrill', 'Salamence', 'Okidogi', 'Corviknight', 'Amoonguss']",1
"['Flutter Mane', 'Torkoal', 'Tornadus', 'Incineroar', 'Brute Bonnet', 'Walking Wake']","['Farigiraf', 'Urshifu-*', 'Flutter Mane', 'Regieleki', 'Pelipper', 'Archaludon']",1
"['Thundurus', 'Pincurchin', 'Iron Boulder', 'Iron Bundle', 'Sneasler', 'Landorus-Therian']","['Porygon2', 'Amoonguss', 'Incineroar', 'Landorus', 'Urshifu-*', 'Dragapult']",0
"['Gliscor', 'Tyranitar', 'Riolu', 'Sinistcha', 'Kilowattrel', 'Zebstrika']","['Zoroark-Hisui', 'Tinkaton', 'Mimikyu', 'Roaring Moon', 'Banette']",0
"['Gouging Fire', 'Gholdengo', 'Ting-Lu', 'Dondozo', 'Chien-Pao', 'Dragapult']","['Raichu', 'Tornadus', 'Urshifu-*', 'Landorus', 'Incineroar', 'Ogerpon-Wellspring']",1
"['Archaludon', 'Tornadus', 'Flutter Mane', 'Incineroar', 'Amoonguss', 'Urshifu-*']","['Iron Hands', 'Tornadus', 'Ursaluna-Bloodmoon', 'Ogerpon-Hearthflame', 'Farigiraf', 'Urshifu-*']",1
"['Tornadus', 'Rillaboom', 'Urshifu-*', 'Overqwil', 'Archaludon', 'Landorus']","['Ursaluna-Bloodmoon', 'Farigiraf', 'Incineroar', 'Urshifu-*', 'Raging Bolt', 'Tornadus']",1
"['Armarouge', 'Indeedee-F', 'Chien-Pao', 'Primarina', 'Okidogi', 'Dragapult']","['Urshifu-*', 'Incineroar', 'Sneasler', 'Kommo-o', 'Sinistcha-Masterpiece', 'Archaludon']",1
"['Tatsugiri', 'Dondozo', 'Chien-Pao', 'Flutter Mane', 'Dragonite', 'Glimmora']","['Raging Bolt', 'Urshifu-*', 'Tornadus', 'Farigiraf', 'Chien-Pao', 'Flutter Mane']",0
"['Iron Hands', 'Chi-Yu', 'Ogerpon-Wellspring', 'Kommo-o', 'Flutter Mane', 'Squawkabilly']","['Flutter Mane', 'Tornadus', 'Incineroar', 'Rillaboom', 'Ogerpon-Wellspring', 'Urshifu-*']",0
"['Tyranitar', 'Excadrill', 'Tornadus', 'Incineroar', 'Ogerpon-Wellspring', 'Flutter Mane']","['Glaceon', 'Arcanine-Hisui', 'Ogerpon-Wellspring', 'Landorus', 'Raging Bolt', 'Ninetales-Alola']",1
"['Flutter Mane', 'Maushold-Four', 'Tornadus', 'Garchomp', 'Grimmsnarl', 'Chi-Yu']","['Chi-Yu', 'Tornadus', 'Flutter Mane', 'Scizor', 'Farigiraf', 'Urshifu-*']",0
"['Gothitelle', 'Scream Tail', 'Incineroar', 'Flutter Mane', 'Amoonguss', 'Annihilape']","['Exeggutor', 'Tornadus', 'Incineroar', 'Torkoal', 'Flutter Mane', 'Raging Bolt']",0
"['Torkoal', 'Flutter Mane', 'Lilligant-Hisui', 'Walking Wake', 'Incineroar', 'Talonflame']","['Incineroar', 'Gholdengo', 'Ogerpon-Wellspring', 'Tornadus', 'Raging Bolt', 'Urshifu-*']",1
"['Ting-Lu', 'Dondozo', 'Gouging Fire', 'Dragonite', 'Chien-Pao', 'Gholdengo']","['Ogerpon-Wellspring', 'Incineroar', 'Landorus', 'Flutter Mane', 'Amoonguss', 'Kingambit']",0
"['Iron Hands', 'Tornadus', 'Ursaluna-Bloodmoon', 'Ogerpon-Hearthflame', 'Farigiraf', 'Urshifu-*']","['Indeedee-F', 'Hatterene', 'Gallade', 'Torkoal', 'Lilligant-Hisui', 'Ursaluna']",1
"['Comfey', 'Chandelure', 'Iron Hands', 'Moltres-Galar', 'Forretress', 'Primarina']","['Milotic', 'Sinistcha-Masterpiece', 'Ninetales-Alola', 'Ogerpon-Hearthflame', 'Articuno', 'Moltres-Galar']",1
"['Ninetales-Alola', 'Regice', 'Arcanine-Hisui', 'Regidrago', 'Zapdos', 'Suicune']","['Ogerpon-Cornerstone', 'Tornadus', 'Ursaluna-Bloodmoon', 'Muk-Alola', 'Azumarill', 'Incineroar']",0
"['Flutter Mane', 'Ogerpon-Hearthflame', 'Incineroar', 'Rillaboom', 'Ting-Lu']","['Chesnaught', 'Incineroar', 'Flutter Mane', 'Farigiraf', 'Ursaluna-Bloodmoon', 'Amoonguss']",1
"['Flutter Mane', 'Ogerpon-Hearthflame', 'Incineroar', 'Rillaboom', 'Ting-Lu']","['Chesnaught', 'Incineroar', 'Flutter Mane', 'Farigiraf', 'Ursaluna-Bloodmoon', 'Amoonguss']",1
"['Mimikyu', 'Charizard', 'Eiscue', 'Poliwhirl', 'Chesnaught', 'Slowbro-Galar']","['Landorus', 'Incineroar', 'Flutter Mane', 'Gholdengo', 'Tornadus', 'Ogerpon-Wellspring']",0
"['Torkoal', 'Venusaur', 'Walking Wake', 'Zapdos', 'Politoed', 'Archaludon']","['Primarina', 'Gothitelle', 'Incineroar', 'Scream Tail', 'Iron Hands', 'Torterra']",1
"['Dragonite', 'Chien-Pao', 'Weezing-Galar', 'Regigigas', 'Grimmsnarl', 'Gouging Fire']","['Ogerpon-Cornerstone', 'Tornadus', 'Urshifu-*', 'Florges', 'Landorus', 'Iron Hands']",0
"['Annihilape', 'Maushold', 'Poliwrath', 'Pelipper', 'Incineroar', 'Sinistcha']","['Landorus', 'Dondozo', 'Raging Bolt', 'Staraptor', 'Incineroar', 'Rillaboom']",0
"['Articuno', 'Ninetales-Alola', 'Arcanine-Hisui', 'Urshifu-*', 'Rillaboom', 'Entei']","['Ogerpon-Hearthflame', 'Rillaboom', 'Tornadus', 'Gholdengo', 'Urshifu-*', 'Walking Wake']",1
"['Archaludon', 'Pelipper', 'Landorus', 'Ogerpon-Wellspring', 'Flutter Mane', 'Baxcalibur']","['Gouging Fire', 'Brambleghast', 'Tornadus', 'Zapdos-Galar', 'Raging Bolt', 'Landorus-Therian']",0
"['Incineroar', 'Ogerpon-Wellspring', 'Gholdengo', 'Ursaluna-Bloodmoon', 'Sinistcha-Masterpiece', 'Grimmsnarl']","['Farigiraf', 'Flutter Mane', 'Urshifu-*', 'Incineroar', 'Ogerpon-Wellspring', 'Ursaluna-Bloodmoon']",1
"['Toxtricity', 'Flutter Mane', 'Orthworm', 'Iron Bundle', 'Raging Bolt', 'Pincurchin']","['Suicune', 'Moltres-Galar', 'Ninetales-Alola', 'Entei', 'Ogerpon-Hearthflame', 'Baxcalibur']",1
"['Murkrow', 'Gholdengo', 'Flutter Mane', 'Ogerpon-Wellspring', 'Dragonite', 'Ursaluna-Bloodmoon']","['Raging Bolt', 'Ogerpon-Wellspring', 'Gholdengo', 'Incineroar', 'Rillaboom', 'Amoonguss']",0
"['Zangoose', 'Whimsicott', 'Walking Wake', 'Annihilape', 'Iron Moth', 'Chien-Pao']","['Raichu', 'Tornadus', 'Urshifu-*', 'Landorus', 'Incineroar', 'Ogerpon-Wellspring']",1
"['Coalossal', 'Chi-Yu', 'Iron Bundle', 'Landorus', 'Ogerpon-Wellspring', 'Iron Hands']","['Chien-Pao', 'Dragonite', 'Incineroar', 'Amoonguss', 'Landorus', 'Flutter Mane']",0
"['Flutter Mane', 'Typhlosion-Hisui', 'Skeledirge', 'Dragapult', 'Sableye', 'Dusclops']","['Dragonite', 'Chien-Pao', 'Flutter Mane', 'Entei', 'Ogerpon-Wellspring', 'Raging Bolt']",0
"['Chi-Yu', 'Flutter Mane', 'Indeedee-F', 'Iron Hands', 'Armarouge', 'Ogerpon-Wellspring']","['Whimsicott', 'Urshifu-*', 'Landorus', 'Raging Bolt', 'Incineroar', 'Flutter Mane']",0
"['Indeedee-F', 'Hatterene', 'Gallade', 'Flutter Mane', 'Torkoal', 'Amoonguss']","['Ursaluna-Bloodmoon', 'Farigiraf', 'Flutter Mane', 'Incineroar', 'Amoonguss', 'Urshifu-*']",0
"['Baxcalibur', 'Gouging Fire', 'Kingambit', 'Amoonguss', 'Farigiraf', 'Zapdos-Galar']","['Hippowdon', 'Lycanroc-Midnight', 'Dugtrio-Alola', 'Tyranitar', 'Kingambit', 'Baxcalibur']",0
"['Incineroar', 'Ogerpon-Wellspring', 'Amoonguss', 'Roaring Moon', 'Raging Bolt', 'Flutter Mane']","['Okidogi', 'Ogerpon-Wellspring', 'Corviknight', 'Whimsicott', 'Chi-Yu', 'Flutter Mane']",0
"['Archaludon', 'Tornadus', 'Flutter Mane', 'Incineroar', 'Amoonguss', 'Urshifu-*']","['Garganacl', 'Incineroar', 'Ogerpon', 'Flutter Mane', 'Ursaluna-Bloodmoon', 'Cresselia']",1
"['Flutter Mane', 'Kingambit', 'Incineroar', 'Iron Bundle', 'Landorus', 'Ogerpon-Wellspring']","['Bronzong', 'Tyranitar', 'Ogerpon-Cornerstone', 'Excadrill', 'Enamorus-Therian', 'Corviknight']",1
"['Rillaboom', 'Incineroar', 'Ursaluna', 'Cresselia', 'Ogerpon-Hearthflame', 'Raging Bolt']","['Scizor', 'Milotic', 'Tyranitar', 'Typhlosion-Hisui', 'Greninja-*', 'Baxcalibur']",1
"['Incineroar', 'Ogerpon-Wellspring', 'Gholdengo', 'Ursaluna-Bloodmoon', 'Sinistcha-Masterpiece', 'Grimmsnarl']","['Archaludon', 'Pelipper', 'Landorus', 'Ogerpon-Wellspring', 'Flutter Mane', 'Baxcalibur']",1
"['Moltres-Galar', 'Sableye', 'Comfey', 'Archaludon', 'Glastrier', 'Ogerpon-Wellspring']","['Moltres-Galar', 'Comfey', 'Tornadus', 'Raging Bolt', 'Entei', 'Ogerpon-Wellspring']",0
"['Glastrier', 'Sinistcha', 'Incineroar', 'Porygon2', 'Raging Bolt', 'Ting-Lu']","['Milotic', 'Sinistcha-Masterpiece', 'Ninetales-Alola', 'Ogerpon-Hearthflame', 'Articuno', 'Moltres-Galar']",0
"['Snorlax', 'Indeedee-F', 'Iron Crown', 'Urshifu-*', 'Ogerpon-Hearthflame', 'Annihilape']","['Regice', 'Ninetales-Alola', 'Whimsicott', 'Okidogi', 'Arcanine-Hisui', 'Chien-Pao']",1
"['Hippowdon', 'Gliscor', 'Latios', 'Magmar', 'Rotom-Wash', 'Registeel']","['Urshifu-*', 'Rillaboom', 'Incineroar', 'Landorus', 'Amoonguss', 'Gholdengo']",1
"['Regigigas', 'Weezing', 'Basculegion', 'Rillaboom', 'Arcanine-Hisui', 'Hippowdon']","['Incineroar', 'Flutter Mane', 'Raging Bolt', 'Torkoal', 'Tornadus', 'Walking Wake']",1
"['Hawlucha', 'Indeedee-F', 'Armarouge', 'Amoonguss', 'Urshifu-*', 'Incineroar']","['Scrafty', 'Metagross', 'Porygon2', 'Araquanid', 'Hydrapple', 'Flutter Mane']",1
"['Annihilape', 'Comfey', 'Incineroar', 'Rillaboom', 'Urshifu-*', 'Landorus']","['Tornadus', 'Rillaboom', 'Urshifu-*', 'Overqwil', 'Archaludon', 'Landorus']",1
"['Tyranitar', 'Excadrill', 'Salamence', 'Okidogi', 'Corviknight', 'Amoonguss']","['Palafin', 'Incineroar', 'Flutter Mane', 'Zapdos-Galar', 'Ting-Lu', 'Cresselia']",0
"['Articuno', 'Ninetales-Alola', 'Arcanine-Hisui', 'Urshifu-*', 'Rillaboom', 'Entei']","['Ting-Lu', 'Ogerpon-Wellspring', 'Entei', 'Ninetales-Alola', 'Raging Bolt', 'Articuno']",1
"['Moltres-Galar', 'Comfey', 'Tornadus', 'Raging Bolt', 'Entei', 'Ogerpon-Wellspring']","['Raging Bolt', 'Rillaboom', 'Chi-Yu', 'Urshifu-*', 'Baxcalibur', 'Flutter Mane']",1
"['Ting-Lu', 'Kommo-o', 'Porygon2', 'Incineroar', 'Amoonguss', 'Frosmoth']","['Iron Boulder', 'Thundurus', 'Iron Hands', 'Incineroar', 'Iron Treads', 'Sinistcha-Masterpiece']",0
"['Urshifu-*', 'Rillaboom', 'Incineroar', 'Raging Bolt', 'Landorus', 'Chien-Pao']","['Indeedee-F', 'Hatterene', 'Gallade', 'Torkoal', 'Lilligant-Hisui', 'Ursaluna']",0
"['Articuno', 'Ninetales-Alola', 'Incineroar', 'Urshifu-*', 'Raichu', 'Rillaboom']","['Ursaluna', 'Mimikyu', 'Iron Hands', 'Amoonguss', 'Veluza', 'Rillaboom']",1
"['Raging Bolt', 'Iron Leaves', 'Raikou', 'Thundurus', 'Kingambit']","['Gloom', 'Ting-Lu', 'Riolu', 'Roaring Moon', 'Muk-Alola', 'Smeargle']",1
"['Iron Hands', 'Flutter Mane', 'Amoonguss', 'Incineroar', 'Urshifu-*', 'Kingambit']","['Ursaluna-Bloodmoon', 'Farigiraf', 'Incineroar', 'Urshifu-*', 'Raging Bolt', 'Tornadus']",0
"['Okidogi', 'Thundurus', 'Baxcalibur', 'Landorus', 'Gouging Fire', 'Primarina']","['Blastoise', 'Dragonite', 'Chien-Pao', 'Sinistcha-Masterpiece', 'Iron Treads', 'Iron Moth']",1
"['Sneasler', 'Arcanine-Hisui', 'Maushold', 'Feraligatr', 'Overqwil', 'Flutter Mane']","['Urshifu-*', 'Iron Hands', 'Farigiraf', 'Ursaluna-Bloodmoon', 'Tornadus', 'Ogerpon-Hearthflame']",1
"['Incineroar', 'Ogerpon-Wellspring', 'Tornadus', 'Urshifu-*', 'Garchomp', 'Raikou']","['Urshifu-*', 'Raging Bolt', 'Rillaboom', 'Incineroar', 'Landorus', 'Chien-Pao']",1
"['Tatsugiri', 'Dondozo', 'Charizard', 'Whimsicott', 'Zoroark-Hisui', 'Walking Wake']","['Gastrodon', 'Volcarona', 'Raging Bolt', 'Tornadus', 'Incineroar', 'Urshifu-*']",0
"['Zapdos-Galar', 'Ogerpon-Hearthflame', 'Tornadus', 'Flutter Mane', 'Raging Bolt', 'Incineroar']","['Tornadus', 'Urshifu-*', 'Archaludon', 'Amoonguss', 'Comfey', 'Chien-Pao']",1
"['Gallade', 'Indeedee-F', 'Hatterene', 'Torkoal', 'Urshifu-*', 'Ursaluna']","['Maushold-Four', 'Gholdengo', 'Iron Bundle', 'Great Tusk', 'Torkoal', 'Annihilape']",0
"['Coalossal', 'Chi-Yu', 'Iron Bundle', 'Landorus', 'Ogerpon-Wellspring', 'Iron Hands']","['Iron Boulder', 'Whimsicott', 'Ogerpon-Wellspring', 'Chien-Pao', 'Entei', 'Amoonguss']",0
"['Hippowdon', 'Lycanroc-Midnight', 'Dugtrio-Alola', 'Tyranitar', 'Kingambit', 'Baxcalibur']","['Torkoal', 'Walking Wake', 'Sableye', 'Venusaur', 'Raging Bolt', 'Gouging Fire']",0
"['Tornadus', 'Rillaboom', 'Urshifu-*', 'Overqwil', 'Archaludon', 'Landorus']","['Tyranitar', 'Excadrill', 'Salamence', 'Okidogi', 'Corviknight', 'Amoonguss']",0
"['Tornadus', 'Iron Hands', 'Ursaluna-Bloodmoon', 'Urshifu-*', 'Farigiraf', 'Ogerpon-Hearthflame']","['Swalot', 'Farigiraf', 'Iron Hands', 'Annihilape', 'Rillaboom', 'Cresselia']",1
"['Dragonite', 'Annihilape', 'Chien-Pao', 'Ogerpon-Wellspring', 'Farigiraf', 'Incineroar']","['Ninetales-Alola', 'Baxcalibur', 'Ogerpon-Wellspring', 'Incineroar', 'Landorus', 'Iron Hands']",0
"['Okidogi', 'Ogerpon-Wellspring', 'Corviknight', 'Whimsicott', 'Chi-Yu', 'Flutter Mane']","['Articuno', 'Ninetales-Alola', 'Rillaboom', 'Gouging Fire', 'Kingambit', 'Landorus']",1
"['Ting-Lu', 'Kommo-o', 'Porygon2', 'Incineroar', 'Amoonguss', 'Frosmoth']","['Garganacl', 'Incineroar', 'Ogerpon', 'Flutter Mane', 'Ursaluna-Bloodmoon', 'Cresselia']",1
"['Urshifu-*', 'Rillaboom', 'Incineroar', 'Raging Bolt', 'Landorus', 'Chien-Pao']","['Incineroar', 'Ogerpon-Wellspring', 'Gholdengo', 'Ursaluna-Bloodmoon', 'Sinistcha-Masterpiece', 'Grimmsnarl']",1
"['Clefairy', 'Annihilape', 'Raging Bolt', 'Rillaboom', 'Incineroar', 'Primarina']","['Palafin', 'Incineroar', 'Flutter Mane', 'Zapdos-Galar', 'Ting-Lu', 'Cresselia']",0
